,name,rating,Sector,Ownership,high_rating_values,bad_rating_factor,Review,Salary_comments,Interview_Q,Jobs,Job_link,Photos,Employee_count,Age
5108,Acute Informatics,3.3,IT Services & Consulting , 19 years old ,"Promotions / Appraisal, Salary & Benefits, Job Security",NA,132,666,https://www.ambitionbox.com/interviews/acute-informatics-interview-questions,4,https://www.ambitionbox.com/jobs/acute-informatics-jobs,https://www.ambitionbox.com/photos/acute-informatics-photos, 201-500 Employees , 19 years old 
5109,KEM Hospital,4.2,Healthcare , 98 years old ,"Job Security, Skill Development / Learning, Work Life Balance",NA,126,573,https://www.ambitionbox.com/interviews/kem-hospital-interview-questions,20,https://www.ambitionbox.com/jobs/kem-hospital-jobs,https://www.ambitionbox.com/photos/kem-hospital-photos, 51-200 Employees , 98 years old 
5110,Marolix Technology Solutions,3.4,IT Services & Consulting , Hyderabad +5 more,"Promotions / Appraisal, Job Security, Salary & Benefits",NA,158,1k,https://www.ambitionbox.com/interviews/marolix-technology-solutions-pvt-ltd-interview-questions,--,https://www.ambitionbox.com/jobs/marolix-technology-solutions-pvt-ltd-jobs,https://www.ambitionbox.com/photos/marolix-technology-solutions-pvt-ltd-photos, 13 years old , 13 years old 
5111,Birla Open Minds Education Private Limited,3.8,Education & Training , 14 years old ,"Promotions / Appraisal, Salary & Benefits, Job Security",NA,156,569,https://www.ambitionbox.com/interviews/birla-open-minds-international-school-interview-questions,--,https://www.ambitionbox.com/jobs/birla-open-minds-international-school-jobs,https://www.ambitionbox.com/photos/birla-open-minds-international-school-photos, 201-500 Employees , 14 years old 
5112,Sony India Software Center,4.0,Consumer Electronics & Appliances , 27 years old ,"Company Culture, Job Security, Work Life Balance",NA,155,1.7k,https://www.ambitionbox.com/interviews/sony-india-software-center-interview-questions,--,https://www.ambitionbox.com/jobs/sony-india-software-center-jobs,https://www.ambitionbox.com/photos/sony-india-software-center-photos, 1k-5k Employees , 27 years old 
5113,Mouser Electronics,4.2,Semiconductors , 60 years old ,"Job Security, Work Life Balance, Company Culture",NA,155,1.2k,https://www.ambitionbox.com/interviews/mouser-electronics-interview-questions,29,https://www.ambitionbox.com/jobs/mouser-electronics-jobs,https://www.ambitionbox.com/photos/mouser-electronics-photos, 501-1k Employees , 60 years old 
5114,Telstra,4.3,Telecom , Forbes Global 2000 ,"Work Life Balance, Company Culture, Job Security",NA,154,1.8k,https://www.ambitionbox.com/interviews/telstra-interview-questions,16,https://www.ambitionbox.com/jobs/telstra-jobs,https://www.ambitionbox.com/photos/telstra-photos, 1k-5k Employees , 32 years old 
5115,Frugal Testing,4.8,IT Services & Consulting , 8 years old ,"Skill Development / Learning, Company Culture, Work Satisfaction",NA,152,81,https://www.ambitionbox.com/interviews/frugal-testing-interview-questions,--,https://www.ambitionbox.com/jobs/frugal-testing-jobs,https://www.ambitionbox.com/photos/frugal-testing-photos, 51-200 Employees , 8 years old 
5116,Stratosphere IT Services,3.5,Recruitment , 12 years old ,"Job Security, Promotions / Appraisal, Skill Development / Learning",NA,152,1.2k,https://www.ambitionbox.com/interviews/stratosphere-it-services-interview-questions,1,https://www.ambitionbox.com/jobs/stratosphere-it-services-jobs,https://www.ambitionbox.com/photos/stratosphere-it-services-photos, 201-500 Employees , 12 years old 
5117,Patra India,3.7,Visakhapatnam +8 more,NA,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",151,685,https://www.ambitionbox.com/interviews/patra-india-interview-questions,--,https://www.ambitionbox.com/jobs/patra-india-jobs,https://www.ambitionbox.com/photos/patra-india-photos,NA,NA
5118,iNeuron.ai,4.1,51-200 Employees ,NA,"Skill Development / Learning, Company Culture, Work Life Balance",NA,151,702,https://www.ambitionbox.com/interviews/ineuron-dot-ai-interview-questions,--,https://www.ambitionbox.com/jobs/ineuron-dot-ai-jobs,https://www.ambitionbox.com/photos/ineuron-dot-ai-photos, Bangalore / Bengaluru +5 more,51-200 Employees 
5119,ANI INTEGRATED SERVICES,3.8,Engineering & Construction , Public ,"Company Culture, Promotions / Appraisal, Work Satisfaction",NA,149,884,https://www.ambitionbox.com/interviews/ani-integrated-services-limited-interview-questions,--,https://www.ambitionbox.com/jobs/ani-integrated-services-limited-jobs,https://www.ambitionbox.com/photos/ani-integrated-services-limited-photos, 1k-5k Employees , 36 years old 
5120,Marquardt,4.0,Auto Components , 28 years old ,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,146,1.1k,https://www.ambitionbox.com/interviews/marquardt-interview-questions,17,https://www.ambitionbox.com/jobs/marquardt-jobs,https://www.ambitionbox.com/photos/marquardt-photos, 501-1k Employees , 28 years old 
5121,Network Techlab,4.1,Hardware & Networking , 28 years old ,"Skill Development / Learning, Job Security, Work Satisfaction",NA,145,819,https://www.ambitionbox.com/interviews/network-techlab-interview-questions,21,https://www.ambitionbox.com/jobs/network-techlab-jobs,https://www.ambitionbox.com/photos/network-techlab-photos, 501-1k Employees , 28 years old 
5122,Izmo,3.8,IT Services & Consulting , Public ,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,145,734,https://www.ambitionbox.com/interviews/izmo-interview-questions,17,https://www.ambitionbox.com/jobs/izmo-jobs,https://www.ambitionbox.com/photos/izmo-photos, 51-200 Employees , 29 years old 
5123,Invenio Business Solutions,3.2,IT Services & Consulting , 18 years old ,"Promotions / Appraisal, Work Satisfaction, Job Security",NA,144,1.5k,https://www.ambitionbox.com/interviews/invenio-business-solutions-interview-questions,4,https://www.ambitionbox.com/jobs/invenio-business-solutions-jobs,https://www.ambitionbox.com/photos/invenio-business-solutions-photos, 501-1k Employees , 18 years old 
5124,MKCL,4.1,Education & Training , 23 years old ,"Job Security, Work Life Balance, Company Culture",NA,144,989,https://www.ambitionbox.com/interviews/mkcl-interview-questions,--,https://www.ambitionbox.com/jobs/mkcl-jobs,https://www.ambitionbox.com/photos/mkcl-photos, 1k-5k Employees , 23 years old 
5125,Tokai Imperial Rubber India,4.1,Industrial Machinery , 19 years old ,"Salary & Benefits, Job Security, Work Life Balance",NA,143,778,https://www.ambitionbox.com/interviews/tokai-imperial-rubber-interview-questions,1,https://www.ambitionbox.com/jobs/tokai-imperial-rubber-jobs,https://www.ambitionbox.com/photos/tokai-imperial-rubber-photos, 10k-50k Employees , 19 years old 
5126,Taikisha Engineering India,3.9,Industrial Machinery , 29 years old ,"Job Security, Skill Development / Learning, Work Life Balance",NA,143,993,https://www.ambitionbox.com/interviews/taikisha-engineering-india-interview-questions,--,https://www.ambitionbox.com/jobs/taikisha-engineering-india-jobs,https://www.ambitionbox.com/photos/taikisha-engineering-india-photos, 1k-5k Employees , 29 years old 
5127,Mold-Tek Technologies,3.6,IT Services & Consulting , Public ,Job Security,"Work Life Balance, Salary & Benefits, Promotions / Appraisal",143,904,https://www.ambitionbox.com/interviews/mold-tek-technologies-interview-questions,8,https://www.ambitionbox.com/jobs/mold-tek-technologies-jobs,https://www.ambitionbox.com/photos/mold-tek-technologies-photos, 1k-5k Employees , 38 years old 
5128,Vinculum Solutions,3.2,IT Services & Consulting , 17 years old ,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",NA,143,1.5k,https://www.ambitionbox.com/interviews/vinculum-solutions-interview-questions,10,https://www.ambitionbox.com/jobs/vinculum-solutions-jobs,https://www.ambitionbox.com/photos/vinculum-solutions-photos, 201-500 Employees , 17 years old 
5129,GAIN Credit,4.4,FinTech , 21 years old ,"Work Life Balance, Company Culture, Work Satisfaction",NA,142,771,https://www.ambitionbox.com/interviews/global-analytics-interview-questions,--,https://www.ambitionbox.com/jobs/global-analytics-jobs,https://www.ambitionbox.com/photos/global-analytics-photos, 201-500 Employees , 21 years old 
5130,Bilt Graphic Paper Products,3.9,Pulp & Paper , Public ,Job Security,Promotions / Appraisal,142,705,https://www.ambitionbox.com/interviews/bilt-graphic-paper-products-ltd-dot-interview-questions,--,https://www.ambitionbox.com/jobs/bilt-graphic-paper-products-ltd-dot-jobs,https://www.ambitionbox.com/photos/bilt-graphic-paper-products-ltd-dot-photos, 51-200 Employees , 17 years old 
5131,Xpo Logistics,3.8,Logistics , Public ,Promotions / Appraisal,NA,142,1.2k,https://www.ambitionbox.com/interviews/xpo-logistics-interview-questions,--,https://www.ambitionbox.com/jobs/xpo-logistics-jobs,https://www.ambitionbox.com/photos/xpo-logistics-photos, 51-200 Employees , 13 years old 
5132,Safdarjung Hospital,4.5,Healthcare , 82 years old ,"Skill Development / Learning, Work Life Balance, Work Satisfaction",NA,141,683,https://www.ambitionbox.com/interviews/safdarjung-hospital-interview-questions,--,https://www.ambitionbox.com/jobs/safdarjung-hospital-jobs,https://www.ambitionbox.com/photos/safdarjung-hospital-photos, 501-1k Employees , 82 years old 
5133,Be Well Hospitals,4.3,Healthcare , 13 years old ,"Skill Development / Learning, Work Satisfaction, Work Life Balance",NA,137,337,https://www.ambitionbox.com/interviews/be-well-hospitals-interview-questions,4,https://www.ambitionbox.com/jobs/be-well-hospitals-jobs,https://www.ambitionbox.com/photos/be-well-hospitals-photos, 501-1k Employees , 13 years old 
5134,NHPC,4.3,Power , Fortune India 500 ,"Salary & Benefits, Job Security, Company Culture",NA,136,479,https://www.ambitionbox.com/interviews/nhpc-interview-questions,--,https://www.ambitionbox.com/jobs/nhpc-jobs,https://www.ambitionbox.com/photos/nhpc-photos, 5k-10k Employees , 49 years old 
5135,Eagle Infra,4.4,Engineering & Construction , 43 years old ,"Work Life Balance, Salary & Benefits, Work Satisfaction",NA,135,806,https://www.ambitionbox.com/interviews/eagle-infra-interview-questions,8,https://www.ambitionbox.com/jobs/eagle-infra-jobs,https://www.ambitionbox.com/photos/eagle-infra-photos, 1k-5k Employees , 43 years old 
